"start","end","open","close","high","low","volume"
"2019-08-06T13:00:00.000Z","2019-08-06T13:00:00.000Z",11767.4,11668,11783.97,11530.45,1241.2880569
"2019-08-06T14:00:00.000Z","2019-08-06T14:00:00.000Z",11668.05,11797.98,11804.77,11619.96,724.63488937
"2019-08-06T15:00:00.000Z","2019-08-06T15:00:00.000Z",11797.98,11729.13,11797.98,11664.48,576.33219629
"2019-08-06T16:00:00.000Z","2019-08-06T16:00:00.000Z",11729.12,11700.77,11750,11674.2,637.01575033
"2019-08-06T17:00:00.000Z","2019-08-06T17:00:00.000Z",11700.78,11774.97,11793,11678,614.56901198
"2019-08-06T18:00:00.000Z","2019-08-06T18:00:00.000Z",11774.89,11696.28,11834.41,11690,817.63565056
"2019-08-06T19:00:00.000Z","2019-08-06T19:00:00.000Z",11696.28,11742.66,11742.66,11693.74,528.27468146
"2019-08-06T20:00:00.000Z","2019-08-06T20:00:00.000Z",11742.66,11693.9,11756.12,11623.8,725.07118465
"2019-08-06T21:00:00.000Z","2019-08-06T21:00:00.000Z",11693.9,11650.91,11730,11599.18,652.26054564
"2019-08-06T22:00:00.000Z","2019-08-06T22:00:00.000Z",11650.91,11356.13,11656.83,11285.84,2428.70389541
"2019-08-06T23:00:00.000Z","2019-08-06T23:00:00.000Z",11356.06,11302.86,11399.99,11205,1231.27814957
"2019-08-07T00:00:00.000Z","2019-08-07T00:00:00.000Z",11303.77,11465.49,11486.55,11187,1090.20367519
"2019-08-07T01:00:00.000Z","2019-08-07T01:00:00.000Z",11465.91,11463.01,11500,11366.26,814.9625972
"2019-08-07T02:00:00.000Z","2019-08-07T02:00:00.000Z",11462.99,11518.22,11568.99,11444,809.30958781
"2019-08-07T03:00:00.000Z","2019-08-07T03:00:00.000Z",11518.22,11622.61,11661.59,11518.21,711.57601127
"2019-08-07T04:00:00.000Z","2019-08-07T04:00:00.000Z",11622.21,11624.97,11646.54,11550,311.17095277
"2019-08-07T05:00:00.000Z","2019-08-07T05:00:00.000Z",11623.05,11677.85,11699,11590.01,460.4319405
"2019-08-07T06:00:00.000Z","2019-08-07T06:00:00.000Z",11677.85,11590.2,11709.8,11571.9,288.468446
"2019-08-07T07:00:00.000Z","2019-08-07T07:00:00.000Z",11594.71,11611.62,11661.31,11558.16,196.72864942
"2019-08-07T08:00:00.000Z","2019-08-07T08:00:00.000Z",11611.53,11516.68,11615.3,11506.23,288.61534489
"2019-08-07T09:00:00.000Z","2019-08-07T09:00:00.000Z",11515.02,11548.62,11588.01,11446.71,285.41786357
"2019-08-07T10:00:00.000Z","2019-08-07T10:00:00.000Z",11551.05,11604.02,11634.47,11491.43,205.76174294
"2019-08-07T11:00:00.000Z","2019-08-07T11:00:00.000Z",11604.03,11615,11674.08,11604.02,215.76323658
"2019-08-07T12:00:00.000Z","2019-08-07T12:00:00.000Z",11610.25,11718.79,11725,11550.27,414.27537546
"2019-08-07T13:00:00.000Z","2019-08-07T13:00:00.000Z",11725,11773,11778.33,11695.97,485.43783904
"2019-08-07T14:00:00.000Z","2019-08-07T14:00:00.000Z",11773,12026.72,12147,11773,2857.29712631
"2019-08-07T15:00:00.000Z","2019-08-07T15:00:00.000Z",12026.69,12066.27,12098.35,12011.21,1108.81758266
"2019-08-07T16:00:00.000Z","2019-08-07T16:00:00.000Z",12068.9,11654.17,12093.32,11600,2398.48219441
"2019-08-07T17:00:00.000Z","2019-08-07T17:00:00.000Z",11654.25,11639.99,11693.42,11400,1330.78507868
"2019-08-07T18:00:00.000Z","2019-08-07T18:00:00.000Z",11639.99,11775.03,11776.38,11605.59,657.46229163
"2019-08-07T19:00:00.000Z","2019-08-07T19:00:00.000Z",11775.03,11722.83,11807.93,11715,517.86832035
"2019-08-07T20:00:00.000Z","2019-08-07T20:00:00.000Z",11722.49,11767.72,11785,11650.01,592.8626556
"2019-08-07T21:00:00.000Z","2019-08-07T21:00:00.000Z",11767.73,11859.99,11950,11602,2027.20243076
"2019-08-07T22:00:00.000Z","2019-08-07T22:00:00.000Z",11859.53,11929.13,12088,11828.32,1400.65422903
"2019-08-07T23:00:00.000Z","2019-08-07T23:00:00.000Z",11929.13,11969.07,12041.97,11880.18,1336.07034892
"2019-08-08T00:00:00.000Z","2019-08-08T00:00:00.000Z",11969.07,11975.03,12020,11827,941.91991576
"2019-08-08T01:00:00.000Z","2019-08-08T01:00:00.000Z",11983.41,11958.31,12020,11860.19,558.73404052
"2019-08-08T02:00:00.000Z","2019-08-08T02:00:00.000Z",11962.75,11887.98,11963.51,11847,383.94202986
"2019-08-08T03:00:00.000Z","2019-08-08T03:00:00.000Z",11887.98,11921.85,11948.79,11874.17,265.43911227
"2019-08-08T04:00:00.000Z","2019-08-08T04:00:00.000Z",11921.84,11949.68,11999,11918.1,477.30922416
"2019-08-08T05:00:00.000Z","2019-08-08T05:00:00.000Z",11946.13,11939.97,11966.89,11856.02,322.16945805
"2019-08-08T06:00:00.000Z","2019-08-08T06:00:00.000Z",11939.97,11920,11943.8,11880.32,187.7902447
"2019-08-08T07:00:00.000Z","2019-08-08T07:00:00.000Z",11921.02,11830.21,11923.82,11740.01,615.97795497
"2019-08-08T08:00:00.000Z","2019-08-08T08:00:00.000Z",11832.95,11909.69,11909.69,11782.24,227.08264458
"2019-08-08T09:00:00.000Z","2019-08-08T09:00:00.000Z",11914,11896.52,11974.44,11869.87,291.93476141
"2019-08-08T10:00:00.000Z","2019-08-08T10:00:00.000Z",11899.17,11860.21,11934,11826.87,208.39511713
"2019-08-08T11:00:00.000Z","2019-08-08T11:00:00.000Z",11860.21,11834.13,11869.97,11805.36,212.71561379
"2019-08-08T12:00:00.000Z","2019-08-08T12:00:00.000Z",11831.19,11806.77,11907.14,11782.19,406.40208813
"2019-08-08T13:00:00.000Z","2019-08-08T13:00:00.000Z",11806.78,11841.97,11909.81,11730.04,631.44207409
"2019-08-08T14:00:00.000Z","2019-08-08T14:00:00.000Z",11842.11,11678.96,11848.14,11661.44,773.08936647
"2019-08-08T15:00:00.000Z","2019-08-08T15:00:00.000Z",11667,11700.01,11736.6,11620.11,819.80441574
"2019-08-08T16:00:00.000Z","2019-08-08T16:00:00.000Z",11700.01,11673.85,11749.06,11666.68,514.52535007
"2019-08-08T17:00:00.000Z","2019-08-08T17:00:00.000Z",11671.15,11702.27,11765,11638.74,572.46727743
"2019-08-08T18:00:00.000Z","2019-08-08T18:00:00.000Z",11706.37,11561,11725,11451,1771.73591203
"2019-08-08T19:00:00.000Z","2019-08-08T19:00:00.000Z",11561,11624.98,11635,11500,495.97906505
"2019-08-08T20:00:00.000Z","2019-08-08T20:00:00.000Z",11624.99,11560.61,11647.68,11501.55,750.13847419
"2019-08-08T21:00:00.000Z","2019-08-08T21:00:00.000Z",11556.12,11595.99,11600,11483.03,550.75326279
"2019-08-08T22:00:00.000Z","2019-08-08T22:00:00.000Z",11593.99,11714.9,11740,11587.04,732.99160073
"2019-08-08T23:00:00.000Z","2019-08-08T23:00:00.000Z",11714.97,11814.39,11850,11713.24,613.95175036
"2019-08-09T00:00:00.000Z","2019-08-09T00:00:00.000Z",11813.57,11981,12050,11810.02,1730.14129896
"2019-08-09T01:00:00.000Z","2019-08-09T01:00:00.000Z",11982.44,11958.58,12039.95,11887,1132.88727947
"2019-08-09T02:00:00.000Z","2019-08-09T02:00:00.000Z",11957.74,11881.15,11959,11860.04,462.67362834
"2019-08-09T03:00:00.000Z","2019-08-09T03:00:00.000Z",11880.45,11909.98,11910,11852.58,312.10458053
"2019-08-09T04:00:00.000Z","2019-08-09T04:00:00.000Z",11906.3,11860.51,11935,11837,292.52566678
"2019-08-09T05:00:00.000Z","2019-08-09T05:00:00.000Z",11860.54,11880.85,11914.99,11860.01,221.41604322
"2019-08-09T06:00:00.000Z","2019-08-09T06:00:00.000Z",11880,11840.95,11885,11807.66,326.50361726
"2019-08-09T07:00:00.000Z","2019-08-09T07:00:00.000Z",11840.01,11840.01,11847.35,11781,283.27304827
"2019-08-09T08:00:00.000Z","2019-08-09T08:00:00.000Z",11840.01,11830,11855.96,11776,578.07938923
"2019-08-09T09:00:00.000Z","2019-08-09T09:00:00.000Z",11830,11813.49,11962.96,11779.45,746.08824924
"2019-08-09T10:00:00.000Z","2019-08-09T10:00:00.000Z",11817.56,11740.01,11830.66,11684.07,438.63480274
"2019-08-09T11:00:00.000Z","2019-08-09T11:00:00.000Z",11740.01,11685.46,11785.96,11651.89,444.91963322
"2019-08-09T12:00:00.000Z","2019-08-09T12:00:00.000Z",11685.45,11686.71,11753.47,11675.81,226.77554115
"2019-08-09T13:00:00.000Z","2019-08-09T13:00:00.000Z",11686.71,11745.98,11764.72,11660,396.35964911
"2019-08-09T14:00:00.000Z","2019-08-09T14:00:00.000Z",11745.98,11805,11870,11745.97,621.10835452
"2019-08-09T15:00:00.000Z","2019-08-09T15:00:00.000Z",11805,11763.77,11822.58,11654.35,655.8398064
"2019-08-09T16:00:00.000Z","2019-08-09T16:00:00.000Z",11763.77,11715.02,11763.77,11696.69,403.46981771
"2019-08-09T17:00:00.000Z","2019-08-09T17:00:00.000Z",11715.02,11760,11836.76,11660,566.98390651
"2019-08-09T18:00:00.000Z","2019-08-09T18:00:00.000Z",11759.87,11769.97,11778.84,11720,414.33470406
"2019-08-09T19:00:00.000Z","2019-08-09T19:00:00.000Z",11769.97,11818.39,11829.39,11765.36,463.11302152
"2019-08-09T20:00:00.000Z","2019-08-09T20:00:00.000Z",11818.39,11812.46,11895.37,11785.62,693.87702877
"2019-08-09T21:00:00.000Z","2019-08-09T21:00:00.000Z",11812.47,11874.86,11886.78,11794.2,394.34557661
"2019-08-09T22:00:00.000Z","2019-08-09T22:00:00.000Z",11873.48,11909.89,11910,11852.42,404.4572252
"2019-08-09T23:00:00.000Z","2019-08-09T23:00:00.000Z",11909.87,11824.77,11945,11822,495.26362261
"2019-08-10T00:00:00.000Z","2019-08-10T00:00:00.000Z",11824.77,11856.1,11886.3,11824.76,228.99035519
"2019-08-10T01:00:00.000Z","2019-08-10T01:00:00.000Z",11860.62,11924.07,11969.99,11858.76,618.87201123
"2019-08-10T02:00:00.000Z","2019-08-10T02:00:00.000Z",11924.07,11897.98,11928.53,11866.93,224.10601813
"2019-08-10T03:00:00.000Z","2019-08-10T03:00:00.000Z",11897.98,11785.69,11908.04,11750.27,516.79128098
"2019-08-10T04:00:00.000Z","2019-08-10T04:00:00.000Z",11785.7,11832.54,11835,11757.03,278.65282518
"2019-08-10T05:00:00.000Z","2019-08-10T05:00:00.000Z",11834,11794.75,11834,11793,116.75024517
"2019-08-10T06:00:00.000Z","2019-08-10T06:00:00.000Z",11794.75,11834.57,11874.98,11788.9,176.69732692
"2019-08-10T07:00:00.000Z","2019-08-10T07:00:00.000Z",11835.93,11808.71,11874.25,11794.3,205.62540731
"2019-08-10T08:00:00.000Z","2019-08-10T08:00:00.000Z",11808.72,11813.69,11850.08,11790.64,81.95149268
"2019-08-10T09:00:00.000Z","2019-08-10T09:00:00.000Z",11813.69,11840.01,11882.91,11813.68,77.72782872
"2019-08-10T10:00:00.000Z","2019-08-10T10:00:00.000Z",11840,11888.51,11888.51,11840,85.18735476
"2019-08-10T11:00:00.000Z","2019-08-10T11:00:00.000Z",11888.52,11870.97,11893.94,11850,122.18512729
"2019-08-10T12:00:00.000Z","2019-08-10T12:00:00.000Z",11870.96,11357.74,11871.69,11170,3798.81969673
"2019-08-10T13:00:00.000Z","2019-08-10T13:00:00.000Z",11357.74,11400.04,11422.81,11250,1331.04550488
"2019-08-10T14:00:00.000Z","2019-08-10T14:00:00.000Z",11400.05,11410.21,11451.63,11357,567.69528765
"2019-08-10T15:00:00.000Z","2019-08-10T15:00:00.000Z",11410.21,11381.78,11412.25,11305.38,568.16575863
"2019-08-10T16:00:00.000Z","2019-08-10T16:00:00.000Z",11380.79,11390.11,11398.23,11350,360.61265239
"2019-08-10T17:00:00.000Z","2019-08-10T17:00:00.000Z",11390.11,11337.04,11394.17,11315,349.57552554
"2019-08-10T18:00:00.000Z","2019-08-10T18:00:00.000Z",11339.15,11362.24,11400,11240,755.05720201
"2019-08-10T19:00:00.000Z","2019-08-10T19:00:00.000Z",11364.53,11350.78,11373.67,11293.13,450.49339659
"2019-08-10T20:00:00.000Z","2019-08-10T20:00:00.000Z",11352.35,11307,11352.35,11240,403.101002
"2019-08-10T21:00:00.000Z","2019-08-10T21:00:00.000Z",11306.96,11309.91,11360,11288.24,287.48376929
"2019-08-10T22:00:00.000Z","2019-08-10T22:00:00.000Z",11309.62,11299.8,11350,11231.24,664.17656021
"2019-08-10T23:00:00.000Z","2019-08-10T23:00:00.000Z",11299,11284.99,11306.13,11231,306.18113946
"2019-08-11T00:00:00.000Z","2019-08-11T00:00:00.000Z",11284.99,11280.95,11322.93,11280.95,274.19122733
"2019-08-11T01:00:00.000Z","2019-08-11T01:00:00.000Z",11280.95,11370.64,11420.02,11255.02,475.38173798
"2019-08-11T02:00:00.000Z","2019-08-11T02:00:00.000Z",11370.65,11336.72,11377.9,11326.55,197.8654404
"2019-08-11T03:00:00.000Z","2019-08-11T03:00:00.000Z",11336.69,11346.38,11362.12,11334.53,134.42694031
"2019-08-11T04:00:00.000Z","2019-08-11T04:00:00.000Z",11346.37,11374.37,11390,11343.58,114.45894729
"2019-08-11T05:00:00.000Z","2019-08-11T05:00:00.000Z",11374.29,11345,11394.98,11343,92.89638451
"2019-08-11T06:00:00.000Z","2019-08-11T06:00:00.000Z",11345.01,11349.21,11363,11335.36,104.80050431
"2019-08-11T07:00:00.000Z","2019-08-11T07:00:00.000Z",11349.2,11333.33,11369.17,11305,133.8247083
"2019-08-11T08:00:00.000Z","2019-08-11T08:00:00.000Z",11333.33,11344.2,11347.01,11324.29,44.26630056
"2019-08-11T09:00:00.000Z","2019-08-11T09:00:00.000Z",11344.2,11310.22,11360,11261,206.4660981
"2019-08-11T10:00:00.000Z","2019-08-11T10:00:00.000Z",11310.22,11333.81,11371.91,11088.89,1075.62771868
"2019-08-11T11:00:00.000Z","2019-08-11T11:00:00.000Z",11342.62,11321.56,11385.36,11306.84,134.85694215
"2019-08-11T12:00:00.000Z","2019-08-11T12:00:00.000Z",11321.57,11461.38,11466,11321.57,286.05660774
"2019-08-11T13:00:00.000Z","2019-08-11T13:00:00.000Z",11458.41,11436.46,11469.15,11397.66,268.7289603
"2019-08-11T14:00:00.000Z","2019-08-11T14:00:00.000Z",11436.46,11384.9,11458.67,11364.08,325.80165172
"2019-08-11T15:00:00.000Z","2019-08-11T15:00:00.000Z",11384.82,11376.19,11410.02,11357.41,174.90422526
"2019-08-11T16:00:00.000Z","2019-08-11T16:00:00.000Z",11376.19,11366.44,11400,11341.07,157.43870483
"2019-08-11T17:00:00.000Z","2019-08-11T17:00:00.000Z",11365,11388.71,11430.28,11353,322.63369285
"2019-08-11T18:00:00.000Z","2019-08-11T18:00:00.000Z",11385.16,11360,11395.01,11355.26,277.91385664
"2019-08-11T19:00:00.000Z","2019-08-11T19:00:00.000Z",11359.99,11382.02,11400,11355.26,281.45294634
"2019-08-11T20:00:00.000Z","2019-08-11T20:00:00.000Z",11382.01,11360.12,11388.96,11351,148.32287331
"2019-08-11T21:00:00.000Z","2019-08-11T21:00:00.000Z",11360.13,11410,11420,11283.93,336.25494285
"2019-08-11T22:00:00.000Z","2019-08-11T22:00:00.000Z",11409.99,11499.85,11560,11408.77,744.0425068
"2019-08-11T23:00:00.000Z","2019-08-11T23:00:00.000Z",11497.94,11504,11517.5,11471.02,313.60885777
"2019-08-12T00:00:00.000Z","2019-08-12T00:00:00.000Z",11504,11540.76,11585,11490.5,566.29304867
"2019-08-12T01:00:00.000Z","2019-08-12T01:00:00.000Z",11540.76,11466.98,11555.55,11438.72,369.84919279
"2019-08-12T02:00:00.000Z","2019-08-12T02:00:00.000Z",11465.26,11484.41,11515,11452.16,171.39978103
"2019-08-12T03:00:00.000Z","2019-08-12T03:00:00.000Z",11481.19,11434.9,11485.5,11413.17,143.47744945
"2019-08-12T04:00:00.000Z","2019-08-12T04:00:00.000Z",11435.03,11425.41,11449.41,11392.1,220.84195786
"2019-08-12T05:00:00.000Z","2019-08-12T05:00:00.000Z",11429.85,11413.8,11456.76,11400,141.71054391
"2019-08-12T06:00:00.000Z","2019-08-12T06:00:00.000Z",11413.8,11382.05,11435,11355,212.53061916
"2019-08-12T07:00:00.000Z","2019-08-12T07:00:00.000Z",11384.41,11359.99,11397.3,11321,218.04829869
"2019-08-12T08:00:00.000Z","2019-08-12T08:00:00.000Z",11359.99,11395.47,11418.39,11331.19,219.80763935
"2019-08-12T09:00:00.000Z","2019-08-12T09:00:00.000Z",11395.48,11355.87,11395.8,11292,200.27961188
"2019-08-12T10:00:00.000Z","2019-08-12T10:00:00.000Z",11355.87,11345.28,11372.81,11329.64,50.02714803
"2019-08-12T11:00:00.000Z","2019-08-12T11:00:00.000Z",11339.43,11366.8,11380,11333.35,57.8200808
"2019-08-12T12:00:00.000Z","2019-08-12T12:00:00.000Z",11363.43,11315.81,11371.97,11284.79,223.61226976
"2019-08-12T13:00:00.000Z","2019-08-12T13:00:00.000Z",11315.81,11381.88,11400.75,11222.4,703.46994025
"2019-08-12T14:00:00.000Z","2019-08-12T14:00:00.000Z",11382.06,11365.87,11398,11340,239.89243696
"2019-08-12T15:00:00.000Z","2019-08-12T15:00:00.000Z",11365.84,11358.01,11385,11346.58,204.82269593
"2019-08-12T16:00:00.000Z","2019-08-12T16:00:00.000Z",11358.07,11377.4,11380.99,11323.75,224.99771873
"2019-08-12T17:00:00.000Z","2019-08-12T17:00:00.000Z",11381,11391.3,11422.11,11359.23,381.44293393
"2019-08-12T18:00:00.000Z","2019-08-12T18:00:00.000Z",11391.29,11401.15,11423.95,11372.36,353.28429929
"2019-08-12T19:00:00.000Z","2019-08-12T19:00:00.000Z",11401.15,11395.73,11405,11361.96,182.84042836
"2019-08-12T20:00:00.000Z","2019-08-12T20:00:00.000Z",11395.72,11435.22,11437.11,11380,246.00260257
"2019-08-12T21:00:00.000Z","2019-08-12T21:00:00.000Z",11434.97,11412.83,11455.93,11405.86,335.35174874
"2019-08-12T22:00:00.000Z","2019-08-12T22:00:00.000Z",11412.81,11390.01,11420.02,11390,195.542902
"2019-08-12T23:00:00.000Z","2019-08-12T23:00:00.000Z",11390.01,11398.69,11423.59,11375,321.09051116
"2019-08-13T00:00:00.000Z","2019-08-13T00:00:00.000Z",11398.69,11389.28,11401.32,11375,184.29629025
"2019-08-13T01:00:00.000Z","2019-08-13T01:00:00.000Z",11389.25,11409.71,11413.96,11350.01,362.55704147
"2019-08-13T02:00:00.000Z","2019-08-13T02:00:00.000Z",11409.6,11394.83,11438.39,11393.13,306.49434204
"2019-08-13T03:00:00.000Z","2019-08-13T03:00:00.000Z",11394.83,11382.01,11420,11376.07,148.52493585
"2019-08-13T04:00:00.000Z","2019-08-13T04:00:00.000Z",11382,11385.36,11391.86,11356,111.03185295
"2019-08-13T05:00:00.000Z","2019-08-13T05:00:00.000Z",11385.37,11335.63,11395,11321.26,174.93476852
"2019-08-13T06:00:00.000Z","2019-08-13T06:00:00.000Z",11335.62,11369.8,11373.09,11325,84.08713019
"2019-08-13T07:00:00.000Z","2019-08-13T07:00:00.000Z",11366.26,11344.01,11369.2,11344,61.91350546
"2019-08-13T08:00:00.000Z","2019-08-13T08:00:00.000Z",11344.01,11338.86,11360,11279.11,248.73545502
"2019-08-13T09:00:00.000Z","2019-08-13T09:00:00.000Z",11338.87,11323.48,11341.91,11296.39,74.67599584
"2019-08-13T10:00:00.000Z","2019-08-13T10:00:00.000Z",11323.48,11276.16,11323.48,11228,363.67021057
